series,month,value
Russian Federation,2020-08,41
Russian Federation,2020-09,24
Russian Federation,2020-10,30
Russian Federation,2020-11,36
Russian Federation,2020-12,61
Russian Federation,2021-01,40
Russian Federation,2021-02,42
Russian Federation,2021-03,53
Russian Federation,2021-04,35
Russian Federation,2021-05,17
Russian Federation,2021-06,5
Russian Federation,2021-07,13
Russian Federation,2021-08,32
Russian Federation,2021-09,28
Russian Federation,2021-10,44
Russian Federation,2021-11,37
Russian Federation,2021-12,42
Russian Federation,2022-01,50
Russian Federation,2022-02,49
Russian Federation,2022-03,78
Russian Federation,2022-04,181
Russian Federation,2022-05,218
Russian Federation,2022-06,308
Russian Federation,2022-07,452
Russian Federation,2022-08,484
Russian Federation,2022-09,756
Russian Federation,2022-10,1312
Russian Federation,2022-11,2408
Russian Federation,2022-12,3503
Russian Federation,2023-01,6637
Russian Federation,2023-02,7009
Russian Federation,2023-03,6635
Russian Federation,2023-04,5044
Russian Federation,2023-05,3966
Russian Federation,2023-06,2796
Russian Federation,2023-07,3627
Russian Federation,2023-08,3493
Russian Federation,2023-09,3333
Russian Federation,2023-10,3952
Russian Federation,2023-11,4695
Russian Federation,2023-12,5523
Russian Federation,2024-01,9466
Russian Federation,2024-02,7152
Russian Federation,2024-03,5608
Russian Federation,2024-04,5216
Russian Federation,2024-05,3654
Russian Federation,2024-06,2907
Russian Federation,2024-07,3774
Russian Federation,2024-08,3498
Russian Federation,2024-09,3475
Russian Federation,2024-10,3905
Russian Federation,2024-11,6235
Russian Federation,2024-12,6109
Russian Federation,2025-01,10469
Russian Federation,2025-02,7933
Russian Federation,2025-03,6974
Russian Federation,2025-04,5119
Russian Federation,2025-05,4770
Russian Federation,2025-06,3239
Russian Federation,2025-07,4313
Russian Federation,2025-08,4340
Russian Federation,2025-09,3891
Russian Federation,2025-10,5735
Russian Federation,2025-11,5496
Russian Federation,2025-12,6888
Russian Federation,2026-01,12341
Saudi Arabia,2008-01,443
Saudi Arabia,2008-02,640
Saudi Arabia,2008-03,687
Saudi Arabia,2008-04,719
Saudi Arabia,2008-05,533
Saudi Arabia,2008-06,885
Saudi Arabia,2008-07,1592
Saudi Arabia,2008-08,1911
Saudi Arabia,2008-09,474
Saudi Arabia,2008-10,750
Saudi Arabia,2008-11,607
Saudi Arabia,2008-12,855
Saudi Arabia,2009-01,446
Saudi Arabia,2009-02,819
Saudi Arabia,2009-03,781
Saudi Arabia,2009-04,719
Saudi Arabia,2009-05,671
Saudi Arabia,2009-06,849
Saudi Arabia,2009-07,1807
Saudi Arabia,2009-08,1503
Saudi Arabia,2009-09,771
Saudi Arabia,2009-10,666
Saudi Arabia,2009-11,1069
Saudi Arabia,2009-12,714
Saudi Arabia,2010-01,513
Saudi Arabia,2010-02,714
Saudi Arabia,2010-03,689
Saudi Arabia,2010-04,1038
Saudi Arabia,2010-05,771
Saudi Arabia,2010-06,942
Saudi Arabia,2010-07,2400
Saudi Arabia,2010-08,972
Saudi Arabia,2010-09,1345
Saudi Arabia,2010-10,902
Saudi Arabia,2010-11,1554
Saudi Arabia,2010-12,793
Saudi Arabia,2011-01,849
Saudi Arabia,2011-02,1208
Saudi Arabia,2011-03,792
Saudi Arabia,2011-04,1231
Saudi Arabia,2011-05,936
Saudi Arabia,2011-06,1512
Saudi Arabia,2011-07,3696
Saudi Arabia,2011-08,1056
Saudi Arabia,2011-09,1545
Saudi Arabia,2011-10,1142
Saudi Arabia,2011-11,1907
Saudi Arabia,2011-12,1167
Saudi Arabia,2012-01,1664
Saudi Arabia,2012-02,975
Saudi Arabia,2012-03,1244
Saudi Arabia,2012-04,1029
Saudi Arabia,2012-05,874
Saudi Arabia,2012-06,2519
Saudi Arabia,2012-07,2176
Saudi Arabia,2012-08,1785
Saudi Arabia,2012-09,1080
Saudi Arabia,2012-10,2517
Saudi Arabia,2012-11,1006
Saudi Arabia,2012-12,1100
Saudi Arabia,2013-01,1988
Saudi Arabia,2013-02,972
Saudi Arabia,2013-03,1610
Saudi Arabia,2013-04,1089
Saudi Arabia,2013-05,954
Saudi Arabia,2013-06,2839
Saudi Arabia,2013-07,935
Saudi Arabia,2013-08,3606
Saudi Arabia,2013-09,1089
Saudi Arabia,2013-10,2588
Saudi Arabia,2013-11,1007
Saudi Arabia,2013-12,1219
Saudi Arabia,2014-01,2617
Saudi Arabia,2014-02,1322
Saudi Arabia,2014-03,2037
Saudi Arabia,2014-04,1379
Saudi Arabia,2014-05,1556
Saudi Arabia,2014-06,2205
Saudi Arabia,2014-07,1760
Saudi Arabia,2014-08,5290
Saudi Arabia,2014-09,2311
Saudi Arabia,2014-10,2349
Saudi Arabia,2014-11,1660
Saudi Arabia,2014-12,1292
Saudi Arabia,2015-01,2500
Saudi Arabia,2015-02,948
Saudi Arabia,2015-03,1777
Saudi Arabia,2015-04,873
Saudi Arabia,2015-05,711
Saudi Arabia,2015-06,735
Saudi Arabia,2015-07,2177
Saudi Arabia,2015-08,1932
Saudi Arabia,2015-09,1845
Saudi Arabia,2015-10,893
Saudi Arabia,2015-11,797
Saudi Arabia,2015-12,903
Saudi Arabia,2016-01,1420
Saudi Arabia,2016-02,797
Saudi Arabia,2016-03,1332
Saudi Arabia,2016-04,789
Saudi Arabia,2016-05,1049
Saudi Arabia,2016-06,501
Saudi Arabia,2016-07,2278
Saudi Arabia,2016-08,2074
Saudi Arabia,2016-09,1750
Saudi Arabia,2016-10,598
Saudi Arabia,2016-11,1123
Saudi Arabia,2016-12,809
Saudi Arabia,2017-01,1065
Saudi Arabia,2017-02,835
Saudi Arabia,2017-03,1111
Saudi Arabia,2017-04,928
Saudi Arabia,2017-05,594
Saudi Arabia,2017-06,640
Saudi Arabia,2017-07,1427
Saudi Arabia,2017-08,1315
Saudi Arabia,2017-09,883
Saudi Arabia,2017-10,621
Saudi Arabia,2017-11,754
Saudi Arabia,2017-12,817
Saudi Arabia,2018-01,1276
Saudi Arabia,2018-02,523
Saudi Arabia,2018-03,903
Saudi Arabia,2018-04,625
Saudi Arabia,2018-05,452
Saudi Arabia,2018-06,1183
Saudi Arabia,2018-07,1708
Saudi Arabia,2018-08,1677
Saudi Arabia,2018-09,807
Saudi Arabia,2018-10,703
Saudi Arabia,2018-11,768
Saudi Arabia,2018-12,1304
Saudi Arabia,2019-01,963
Saudi Arabia,2019-02,765
Saudi Arabia,2019-03,952
Saudi Arabia,2019-04,1019
Saudi Arabia,2019-05,378
Saudi Arabia,2019-06,2204
Saudi Arabia,2019-07,2489
Saudi Arabia,2019-08,2490
Saudi Arabia,2019-09,959
Saudi Arabia,2019-10,909
Saudi Arabia,2019-11,999
Saudi Arabia,2019-12,1344
Saudi Arabia,2020-01,3007
Saudi Arabia,2020-02,407
Saudi Arabia,2020-03,44
Saudi Arabia,2020-04,1
Saudi Arabia,2020-05,1
Saudi Arabia,2020-06,0
Saudi Arabia,2020-07,2
Saudi Arabia,2020-08,5
Saudi Arabia,2020-09,3
Saudi Arabia,2020-10,11
Saudi Arabia,2020-11,11
Saudi Arabia,2020-12,2
Saudi Arabia,2021-01,11
Saudi Arabia,2021-02,7
Saudi Arabia,2021-03,1
Saudi Arabia,2021-04,7
Saudi Arabia,2021-05,2
Saudi Arabia,2021-06,1
Saudi Arabia,2021-07,6
Saudi Arabia,2021-08,32
Saudi Arabia,2021-09,17
Saudi Arabia,2021-10,27
Saudi Arabia,2021-11,39
Saudi Arabia,2021-12,46
Saudi Arabia,2022-01,37
Saudi Arabia,2022-02,29
Saudi Arabia,2022-03,79
Saudi Arabia,2022-04,201
Saudi Arabia,2022-05,333
Saudi Arabia,2022-06,558
Saudi Arabia,2022-07,1417
Saudi Arabia,2022-08,1190
Saudi Arabia,2022-09,813
Saudi Arabia,2022-10,738
Saudi Arabia,2022-11,1085
Saudi Arabia,2022-12,689
Saudi Arabia,2023-01,532
Saudi Arabia,2023-02,688
Saudi Arabia,2023-03,880
Saudi Arabia,2023-04,750
Saudi Arabia,2023-05,836
Saudi Arabia,2023-06,2965
Saudi Arabia,2023-07,5249
Saudi Arabia,2023-08,3123
Saudi Arabia,2023-09,1844
Saudi Arabia,2023-10,1764
Saudi Arabia,2023-11,2652
Saudi Arabia,2023-12,1568
Saudi Arabia,2024-01,2079
Saudi Arabia,2024-02,2003
Saudi Arabia,2024-03,812
Saudi Arabia,2024-04,1954
Saudi Arabia,2024-05,1384
Saudi Arabia,2024-06,3589
Saudi Arabia,2024-07,4544
Saudi Arabia,2024-08,3065
Saudi Arabia,2024-09,1929
Saudi Arabia,2024-10,1597
Saudi Arabia,2024-11,3429
Saudi Arabia,2024-12,1914
Saudi Arabia,2025-01,2381
Saudi Arabia,2025-02,1856
Saudi Arabia,2025-03,1401
Saudi Arabia,2025-04,2251
Saudi Arabia,2025-05,1616
Saudi Arabia,2025-06,3991
Saudi Arabia,2025-07,5047
Saudi Arabia,2025-08,3941
Saudi Arabia,2025-09,1950
Saudi Arabia,2025-10,1796
Saudi Arabia,2025-11,2979
Saudi Arabia,2025-12,1726
Saudi Arabia,2026-01,2719
South Africa (Rep Of),2008-01,4407
South Africa (Rep Of),2008-02,1893
South Africa (Rep Of),2008-03,3889
South Africa (Rep Of),2008-04,3837
South Africa (Rep Of),2008-05,2405
South Africa (Rep Of),2008-06,2835
South Africa (Rep Of),2008-07,3415
South Africa (Rep Of),2008-08,2753
South Africa (Rep Of),2008-09,2781
South Africa (Rep Of),2008-10,3859
South Africa (Rep Of),2008-11,2765
South Africa (Rep Of),2008-12,5244
South Africa (Rep Of),2009-01,3416
South Africa (Rep Of),2009-02,2016
South Africa (Rep Of),2009-03,2340
South Africa (Rep Of),2009-04,2723
South Africa (Rep Of),2009-05,2218
South Africa (Rep Of),2009-06,2435
South Africa (Rep Of),2009-07,3304
South Africa (Rep Of),2009-08,2532
South Africa (Rep Of),2009-09,2505
South Africa (Rep Of),2009-10,3061
South Africa (Rep Of),2009-11,2656
South Africa (Rep Of),2009-12,5325
South Africa (Rep Of),2010-01,3470
South Africa (Rep Of),2010-02,1721
South Africa (Rep Of),2010-03,2654
South Africa (Rep Of),2010-04,2722
South Africa (Rep Of),2010-05,2170
South Africa (Rep Of),2010-06,2155
South Africa (Rep Of),2010-07,1870
South Africa (Rep Of),2010-08,2107
South Africa (Rep Of),2010-09,2995
South Africa (Rep Of),2010-10,2663
South Africa (Rep Of),2010-11,2187
South Africa (Rep Of),2010-12,5721
South Africa (Rep Of),2011-01,3908
South Africa (Rep Of),2011-02,1565
South Africa (Rep Of),2011-03,2634
South Africa (Rep Of),2011-04,3518
South Africa (Rep Of),2011-05,2028
South Africa (Rep Of),2011-06,2117
South Africa (Rep Of),2011-07,2965
South Africa (Rep Of),2011-08,1798
South Africa (Rep Of),2011-09,2715
South Africa (Rep Of),2011-10,2853
South Africa (Rep Of),2011-11,2100
South Africa (Rep Of),2011-12,5305
South Africa (Rep Of),2012-01,3185
South Africa (Rep Of),2012-02,2172
South Africa (Rep Of),2012-03,2992
South Africa (Rep Of),2012-04,3018
South Africa (Rep Of),2012-05,2251
South Africa (Rep Of),2012-06,2591
South Africa (Rep Of),2012-07,2674
South Africa (Rep Of),2012-08,1841
South Africa (Rep Of),2012-09,2639
South Africa (Rep Of),2012-10,2230
South Africa (Rep Of),2012-11,2230
South Africa (Rep Of),2012-12,4940
South Africa (Rep Of),2013-01,3191
South Africa (Rep Of),2013-02,1606
South Africa (Rep Of),2013-03,3184
South Africa (Rep Of),2013-04,2494
South Africa (Rep Of),2013-05,2301
South Africa (Rep Of),2013-06,2645
South Africa (Rep Of),2013-07,2528
South Africa (Rep Of),2013-08,1730
South Africa (Rep Of),2013-09,2934
South Africa (Rep Of),2013-10,2113
South Africa (Rep Of),2013-11,1873
South Africa (Rep Of),2013-12,5395
South Africa (Rep Of),2014-01,2829
South Africa (Rep Of),2014-02,1729
South Africa (Rep Of),2014-03,2280
South Africa (Rep Of),2014-04,3364
South Africa (Rep Of),2014-05,1912
South Africa (Rep Of),2014-06,1800
South Africa (Rep Of),2014-07,2448
South Africa (Rep Of),2014-08,2037
South Africa (Rep Of),2014-09,2354
South Africa (Rep Of),2014-10,1853
South Africa (Rep Of),2014-11,2310
South Africa (Rep Of),2014-12,4842
South Africa (Rep Of),2015-01,3255
South Africa (Rep Of),2015-02,1619
South Africa (Rep Of),2015-03,2541
South Africa (Rep Of),2015-04,2885
South Africa (Rep Of),2015-05,2351
South Africa (Rep Of),2015-06,2048
South Africa (Rep Of),2015-07,2752
South Africa (Rep Of),2015-08,2183
South Africa (Rep Of),2015-09,2642
South Africa (Rep Of),2015-10,2981
South Africa (Rep Of),2015-11,2347
South Africa (Rep Of),2015-12,4866
South Africa (Rep Of),2016-01,3359
South Africa (Rep Of),2016-02,1696
South Africa (Rep Of),2016-03,2966
South Africa (Rep Of),2016-04,3055
South Africa (Rep Of),2016-05,2202
South Africa (Rep Of),2016-06,1832
South Africa (Rep Of),2016-07,2806
South Africa (Rep Of),2016-08,2282
South Africa (Rep Of),2016-09,2430
South Africa (Rep Of),2016-10,2809
South Africa (Rep Of),2016-11,2092
South Africa (Rep Of),2016-12,5305
South Africa (Rep Of),2017-01,3724
South Africa (Rep Of),2017-02,1687
South Africa (Rep Of),2017-03,2759
South Africa (Rep Of),2017-04,3789
South Africa (Rep Of),2017-05,2311
South Africa (Rep Of),2017-06,1936
South Africa (Rep Of),2017-07,2900
South Africa (Rep Of),2017-08,2226
South Africa (Rep Of),2017-09,2638
South Africa (Rep Of),2017-10,2416
South Africa (Rep Of),2017-11,2200
South Africa (Rep Of),2017-12,6040
South Africa (Rep Of),2018-01,3934
South Africa (Rep Of),2018-02,1899
South Africa (Rep Of),2018-03,3210
South Africa (Rep Of),2018-04,3373
South Africa (Rep Of),2018-05,2237
South Africa (Rep Of),2018-06,2772
South Africa (Rep Of),2018-07,3606
South Africa (Rep Of),2018-08,3052
South Africa (Rep Of),2018-09,3084
South Africa (Rep Of),2018-10,2712
South Africa (Rep Of),2018-11,2154
South Africa (Rep Of),2018-12,6378
South Africa (Rep Of),2019-01,3566
South Africa (Rep Of),2019-02,1845
South Africa (Rep Of),2019-03,3219
South Africa (Rep Of),2019-04,3422
South Africa (Rep Of),2019-05,2560
South Africa (Rep Of),2019-06,3428
South Africa (Rep Of),2019-07,2900
South Africa (Rep Of),2019-08,2815
South Africa (Rep Of),2019-09,4257
South Africa (Rep Of),2019-10,3087
South Africa (Rep Of),2019-11,3042
South Africa (Rep Of),2019-12,8596
South Africa (Rep Of),2020-01,4659
South Africa (Rep Of),2020-02,1723
South Africa (Rep Of),2020-03,854
South Africa (Rep Of),2020-04,0
South Africa (Rep Of),2020-05,0
South Africa (Rep Of),2020-06,7
South Africa (Rep Of),2020-07,10
South Africa (Rep Of),2020-08,21
South Africa (Rep Of),2020-09,10
South Africa (Rep Of),2020-10,14
South Africa (Rep Of),2020-11,13
South Africa (Rep Of),2020-12,15
South Africa (Rep Of),2021-01,10
South Africa (Rep Of),2021-02,8
South Africa (Rep Of),2021-03,8
South Africa (Rep Of),2021-04,12
South Africa (Rep Of),2021-05,9
South Africa (Rep Of),2021-06,6
South Africa (Rep Of),2021-07,17
South Africa (Rep Of),2021-08,5
South Africa (Rep Of),2021-09,16
South Africa (Rep Of),2021-10,33
South Africa (Rep Of),2021-11,23
South Africa (Rep Of),2021-12,12
South Africa (Rep Of),2022-01,39
South Africa (Rep Of),2022-02,23
South Africa (Rep Of),2022-03,49
South Africa (Rep Of),2022-04,384
South Africa (Rep Of),2022-05,599
South Africa (Rep Of),2022-06,938
South Africa (Rep Of),2022-07,1281
South Africa (Rep Of),2022-08,1233
South Africa (Rep Of),2022-09,1949
South Africa (Rep Of),2022-10,1565
South Africa (Rep Of),2022-11,1591
South Africa (Rep Of),2022-12,3371
South Africa (Rep Of),2023-01,2229
South Africa (Rep Of),2023-02,1698
South Africa (Rep Of),2023-03,1995
South Africa (Rep Of),2023-04,2177
South Africa (Rep Of),2023-05,1823
South Africa (Rep Of),2023-06,1946
South Africa (Rep Of),2023-07,2166
South Africa (Rep Of),2023-08,1718
South Africa (Rep Of),2023-09,2323
South Africa (Rep Of),2023-10,1833
South Africa (Rep Of),2023-11,1789
South Africa (Rep Of),2023-12,4221
South Africa (Rep Of),2024-01,3197
South Africa (Rep Of),2024-02,1621
South Africa (Rep Of),2024-03,2742
South Africa (Rep Of),2024-04,1992
South Africa (Rep Of),2024-05,1778
South Africa (Rep Of),2024-06,2554
South Africa (Rep Of),2024-07,2177
South Africa (Rep Of),2024-08,1902
South Africa (Rep Of),2024-09,2646
South Africa (Rep Of),2024-10,1970
South Africa (Rep Of),2024-11,1821
South Africa (Rep Of),2024-12,5336
South Africa (Rep Of),2025-01,2942
South Africa (Rep Of),2025-02,1470
South Africa (Rep Of),2025-03,2069
South Africa (Rep Of),2025-04,3011
South Africa (Rep Of),2025-05,2156
South Africa (Rep Of),2025-06,2394
South Africa (Rep Of),2025-07,3470
South Africa (Rep Of),2025-08,2525
South Africa (Rep Of),2025-09,2882
South Africa (Rep Of),2025-10,3494
South Africa (Rep Of),2025-11,2862
South Africa (Rep Of),2025-12,6708
South Africa (Rep Of),2026-01,3555
South Asia,2008-01,76189
South Asia,2008-02,65091
South Asia,2008-03,76460
South Asia,2008-04,84085
South Asia,2008-05,122586
South Asia,2008-06,104211
South Asia,2008-07,85471
South Asia,2008-08,80388
South Asia,2008-09,69508
South Asia,2008-10,85228
South Asia,2008-11,73883
South Asia,2008-12,84023
South Asia,2009-01,61028
South Asia,2009-02,56130
South Asia,2009-03,61328
South Asia,2009-04,73709
South Asia,2009-05,104524
South Asia,2009-06,95946
South Asia,2009-07,87003
South Asia,2009-08,73878
South Asia,2009-09,72841
South Asia,2009-10,85135
South Asia,2009-11,66228
South Asia,2009-12,91153
South Asia,2010-01,74021
South Asia,2010-02,59574
South Asia,2010-03,70804
South Asia,2010-04,94417
South Asia,2010-05,133278
South Asia,2010-06,102568
South Asia,2010-07,86537
South Asia,2010-08,75340
South Asia,2010-09,71215
South Asia,2010-10,92987
South Asia,2010-11,89484
South Asia,2010-12,96082
South Asia,2011-01,80526
South Asia,2011-02,65802
South Asia,2011-03,74389
South Asia,2011-04,94611
South Asia,2011-05,131217
South Asia,2011-06,108583
South Asia,2011-07,93197
South Asia,2011-08,78694
South Asia,2011-09,76611
South Asia,2011-10,95389
South Asia,2011-11,89970
South Asia,2011-12,102226
South Asia,2012-01,73360
South Asia,2012-02,78699
South Asia,2012-03,82938
South Asia,2012-04,98688
South Asia,2012-05,142003
South Asia,2012-06,114364
South Asia,2012-07,89931
South Asia,2012-08,84393
South Asia,2012-09,78515
South Asia,2012-10,92897
South Asia,2012-11,93535
South Asia,2012-12,103142
South Asia,2013-01,92370
South Asia,2013-02,76153
South Asia,2013-03,91079
South Asia,2013-04,101705
South Asia,2013-05,141973
South Asia,2013-06,121033
South Asia,2013-07,94977
South Asia,2013-08,90823
South Asia,2013-09,84032
South Asia,2013-10,93071
South Asia,2013-11,93631
South Asia,2013-12,109328
South Asia,2014-01,85714
South Asia,2014-02,81187
South Asia,2014-03,90346
South Asia,2014-04,103761
South Asia,2014-05,138919
South Asia,2014-06,117244
South Asia,2014-07,91829
South Asia,2014-08,95406
South Asia,2014-09,85979
South Asia,2014-10,110357
South Asia,2014-11,92377
South Asia,2014-12,107009
South Asia,2015-01,94529
South Asia,2015-02,76576
South Asia,2015-03,91552
South Asia,2015-04,108179
South Asia,2015-05,151623
South Asia,2015-06,121413
South Asia,2015-07,106930
South Asia,2015-08,101316
South Asia,2015-09,91560
South Asia,2015-10,110301
South Asia,2015-11,109202
South Asia,2015-12,114739
South Asia,2016-01,103184
South Asia,2016-02,82979
South Asia,2016-03,99974
South Asia,2016-04,121482
South Asia,2016-05,164572
South Asia,2016-06,130189
South Asia,2016-07,115028
South Asia,2016-08,107278
South Asia,2016-09,97415
South Asia,2016-10,119033
South Asia,2016-11,114255
South Asia,2016-12,123606
South Asia,2017-01,100555
South Asia,2017-02,95038
South Asia,2017-03,107296
South Asia,2017-04,134505
South Asia,2017-05,195198
South Asia,2017-06,156862
South Asia,2017-07,123743
South Asia,2017-08,118131
South Asia,2017-09,128319
South Asia,2017-10,144299
South Asia,2017-11,109309
South Asia,2017-12,146232
South Asia,2018-01,133622
South Asia,2018-02,102173
South Asia,2018-03,130137
South Asia,2018-04,152229
South Asia,2018-05,218406
South Asia,2018-06,179143
South Asia,2018-07,145372
South Asia,2018-08,130017
South Asia,2018-09,126605
South Asia,2018-10,140584
South Asia,2018-11,142818
South Asia,2018-12,144231
South Asia,2019-01,126665
South Asia,2019-02,108449
South Asia,2019-03,128593
South Asia,2019-04,145854
South Asia,2019-05,202168
South Asia,2019-06,170742
South Asia,2019-07,138129
South Asia,2019-08,135500
South Asia,2019-09,129203
South Asia,2019-10,142972
South Asia,2019-11,139058
South Asia,2019-12,146360
South Asia,2020-01,123324
South Asia,2020-02,64947
South Asia,2020-03,24252
South Asia,2020-04,95
South Asia,2020-05,86
South Asia,2020-06,147
South Asia,2020-07,688
South Asia,2020-08,717
South Asia,2020-09,487
South Asia,2020-10,566
South Asia,2020-11,653
South Asia,2020-12,2670
South Asia,2021-01,5186
South Asia,2021-02,4697
South Asia,2021-03,7233
South Asia,2021-04,5640
South Asia,2021-05,122
South Asia,2021-06,19
South Asia,2021-07,342
South Asia,2021-08,112
South Asia,2021-09,1105
South Asia,2021-10,4055
South Asia,2021-11,11879
South Asia,2021-12,33939
South Asia,2022-01,16901
South Asia,2022-02,20077
South Asia,2022-03,36779
South Asia,2022-04,52271
South Asia,2022-05,69978
South Asia,2022-06,76667
South Asia,2022-07,95003
South Asia,2022-08,94325
South Asia,2022-09,104616
South Asia,2022-10,101510
South Asia,2022-11,91381
South Asia,2022-12,91730
South Asia,2023-01,72231
South Asia,2023-02,76883
South Asia,2023-03,92470
South Asia,2023-04,114668
South Asia,2023-05,147713
South Asia,2023-06,133366
South Asia,2023-07,114733
South Asia,2023-08,104652
South Asia,2023-09,100567
South Asia,2023-10,114672
South Asia,2023-11,109957
South Asia,2023-12,114964
South Asia,2024-01,102934
South Asia,2024-02,83642
South Asia,2024-03,113228
South Asia,2024-04,128285
South Asia,2024-05,178227
South Asia,2024-06,143130
South Asia,2024-07,112631
South Asia,2024-08,113390
South Asia,2024-09,108914
South Asia,2024-10,125793
South Asia,2024-11,113092
South Asia,2024-12,129414
South Asia,2025-01,107445
South Asia,2025-02,94262
South Asia,2025-03,120378
South Asia,2025-04,143843
South Asia,2025-05,176875
South Asia,2025-06,136490
South Asia,2025-07,112130
South Asia,2025-08,118102
South Asia,2025-09,124045
South Asia,2025-10,129632
South Asia,2025-11,108133
South Asia,2025-12,121084
South Asia,2026-01,109579
South Korea,2008-01,50432
South Korea,2008-02,40998
South Korea,2008-03,39683
South Korea,2008-04,33946
South Korea,2008-05,36412
South Korea,2008-06,35998
South Korea,2008-07,39614
South Korea,2008-08,42338
South Korea,2008-09,25914
South Korea,2008-10,30930
South Korea,2008-11,24445
South Korea,2008-12,22308
South Korea,2009-01,25516
South Korea,2009-02,27387
South Korea,2009-03,20759
South Korea,2009-04,21323
South Korea,2009-05,21854
South Korea,2009-06,20991
South Korea,2009-07,30389
South Korea,2009-08,32332
South Korea,2009-09,15714
South Korea,2009-10,16069
South Korea,2009-11,19620
South Korea,2009-12,20033
South Korea,2010-01,39437
South Korea,2010-02,29589
South Korea,2010-03,30113
South Korea,2010-04,24785
South Korea,2010-05,32161
South Korea,2010-06,30033
South Korea,2010-07,32673
South Korea,2010-08,34169
South Korea,2010-09,25665
South Korea,2010-10,29009
South Korea,2010-11,27814
South Korea,2010-12,25255
South Korea,2011-01,41070
South Korea,2011-02,36810
South Korea,2011-03,29619
South Korea,2011-04,28004
South Korea,2011-05,33736
South Korea,2011-06,34233
South Korea,2011-07,40587
South Korea,2011-08,44364
South Korea,2011-09,30112
South Korea,2011-10,33594
South Korea,2011-11,33145
South Korea,2011-12,29605
South Korea,2012-01,45933
South Korea,2012-02,45397
South Korea,2012-03,34077
South Korea,2012-04,31252
South Korea,2012-05,33018
South Korea,2012-06,34394
South Korea,2012-07,42524
South Korea,2012-08,47383
South Korea,2012-09,31247
South Korea,2012-10,34713
South Korea,2012-11,34014
South Korea,2012-12,31232
South Korea,2013-01,53193
South Korea,2013-02,40229
South Korea,2013-03,36755
South Korea,2013-04,31296
South Korea,2013-05,33857
South Korea,2013-06,36409
South Korea,2013-07,41913
South Korea,2013-08,45986
South Korea,2013-09,35599
South Korea,2013-10,40157
South Korea,2013-11,40388
South Korea,2013-12,35986
South Korea,2014-01,59745
South Korea,2014-02,51930
South Korea,2014-03,40995
South Korea,2014-04,36247
South Korea,2014-05,41946
South Korea,2014-06,37589
South Korea,2014-07,46666
South Korea,2014-08,56623
South Korea,2014-09,39276
South Korea,2014-10,44810
South Korea,2014-11,40230
South Korea,2014-12,40918
South Korea,2015-01,71820
South Korea,2015-02,51415
South Korea,2015-03,42872
South Korea,2015-04,41602
South Korea,2015-05,43883
South Korea,2015-06,37193
South Korea,2015-07,48375
South Korea,2015-08,60468
South Korea,2015-09,39063
South Korea,2015-10,50582
South Korea,2015-11,44988
South Korea,2015-12,44821
South Korea,2016-01,74180
South Korea,2016-02,57595
South Korea,2016-03,40959
South Korea,2016-04,41356
South Korea,2016-05,44932
South Korea,2016-06,43766
South Korea,2016-07,54700
South Korea,2016-08,62018
South Korea,2016-09,37742
South Korea,2016-10,34346
South Korea,2016-11,36314
South Korea,2016-12,38601
South Korea,2017-01,60247
South Korea,2017-02,60174
South Korea,2017-03,43942
South Korea,2017-04,48829
South Korea,2017-05,52762
South Korea,2017-06,49487
South Korea,2017-07,58326
South Korea,2017-08,60957
South Korea,2017-09,47602
South Korea,2017-10,53430
South Korea,2017-11,52123
South Korea,2017-12,43484
South Korea,2018-01,75502
South Korea,2018-02,53161
South Korea,2018-03,49127
South Korea,2018-04,44550
South Korea,2018-05,46720
South Korea,2018-06,45325
South Korea,2018-07,57823
South Korea,2018-08,62729
South Korea,2018-09,47734
South Korea,2018-10,53926
South Korea,2018-11,50634
South Korea,2018-12,42223
South Korea,2019-01,72704
South Korea,2019-02,62241
South Korea,2019-03,47168
South Korea,2019-04,39464
South Korea,2019-05,43561
South Korea,2019-06,45706
South Korea,2019-07,59119
South Korea,2019-08,65643
South Korea,2019-09,51660
South Korea,2019-10,56598
South Korea,2019-11,52765
South Korea,2019-12,49219
South Korea,2020-01,70277
South Korea,2020-02,16195
South Korea,2020-03,1198
South Korea,2020-04,9
South Korea,2020-05,8
South Korea,2020-06,48
South Korea,2020-07,262
South Korea,2020-08,317
South Korea,2020-09,215
South Korea,2020-10,277
South Korea,2020-11,279
South Korea,2020-12,437
South Korea,2021-01,431
South Korea,2021-02,385
South Korea,2021-03,405
South Korea,2021-04,271
South Korea,2021-05,170
South Korea,2021-06,98
South Korea,2021-07,202
South Korea,2021-08,373
South Korea,2021-09,519
South Korea,2021-10,485
South Korea,2021-11,1600
South Korea,2021-12,2187
South Korea,2022-01,1953
South Korea,2022-02,1972
South Korea,2022-03,2686
South Korea,2022-04,5578
South Korea,2022-05,10614
South Korea,2022-06,16724
South Korea,2022-07,28570
South Korea,2022-08,31174
South Korea,2022-09,26520
South Korea,2022-10,28294
South Korea,2022-11,31627
South Korea,2022-12,31817
South Korea,2023-01,60457
South Korea,2023-02,64876
South Korea,2023-03,35396
South Korea,2023-04,31780
South Korea,2023-05,39203
South Korea,2023-06,40187
South Korea,2023-07,60960
South Korea,2023-08,62177
South Korea,2023-09,48187
South Korea,2023-10,45621
South Korea,2023-11,42614
South Korea,2023-12,39198
South Korea,2024-01,79254
South Korea,2024-02,69112
South Korea,2024-03,42064
South Korea,2024-04,37346
South Korea,2024-05,39825
